neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Haight Ashbury,Shared room,40,30,15,5/17/16,0.62,24,225
Haight Ashbury,Private room,105,1,1,6/26/16,1,4,52
Haight Ashbury,Private room,150,1,1,9/18/15,0.1,1,0
Haight Ashbury,Private room,160,2,0,,,1,60
Haight Ashbury,Entire home/apt,192,2,75,6/20/16,1.33,1,268
Haight Ashbury,Entire home/apt,175,3,0,,,1,30
Haight Ashbury,Private room,93,1,31,5/16/16,1.78,2,297
Haight Ashbury,Entire home/apt,349,2,8,6/28/16,1.61,2,103
Haight Ashbury,Private room,185,3,69,6/16/16,1.42,5,361
Haight Ashbury,Entire home/apt,399,2,0,,,1,0
Haight Ashbury,Private room,130,1,0,,,1,0
Haight Ashbury,Entire home/apt,500,4,1,7/4/11,0.02,1,0
Haight Ashbury,Private room,80,1,1,10/3/15,0.11,2,0
Haight Ashbury,Shared room,45,30,11,9/12/15,0.46,24,330
Haight Ashbury,Entire home/apt,195,2,25,6/13/16,2.67,2,314
Haight Ashbury,Private room,107,1,35,5/23/16,1.02,2,345
Haight Ashbury,Private room,119,3,5,5/10/16,0.95,2,309
Haight Ashbury,Entire home/apt,145,1,63,6/11/16,6.24,1,25
Haight Ashbury,Entire home/apt,285,3,9,5/29/16,1.58,1,221
Haight Ashbury,Private room,90,2,212,6/20/16,3.63,6,308
Haight Ashbury,Entire home/apt,155,21,0,,,1,0
Haight Ashbury,Entire home/apt,175,3,10,6/6/16,0.42,2,245
Haight Ashbury,Private room,119,4,8,5/28/16,1.2,2,16
Haight Ashbury,Private room,150,2,7,6/19/16,1.74,2,325
Haight Ashbury,Private room,79,1,2,6/7/16,1.3,5,351
Haight Ashbury,Private room,79,1,1,5/19/16,0.67,5,302
Haight Ashbury,Entire home/apt,300,3,0,,,2,86
Haight Ashbury,Entire home/apt,195,3,4,6/25/16,4,1,313
Haight Ashbury,Entire home/apt,1250,2,0,,,1,0
Haight Ashbury,Entire home/apt,200,3,3,2/8/16,0.13,1,0
Haight Ashbury,Entire home/apt,275,3,23,6/19/16,2.63,1,79
Haight Ashbury,Entire home/apt,900,1,0,,,1,0
Haight Ashbury,Private room,119,2,39,6/15/16,1.16,2,306
Haight Ashbury,Shared room,55,30,28,4/22/15,0.7,24,337
Haight Ashbury,Entire home/apt,450,1,0,,,2,0
Haight Ashbury,Entire home/apt,1000,3,0,,,1,0
Haight Ashbury,Entire home/apt,450,5,9,5/17/16,0.68,1,10
Outer Mission,Private room,88,1,37,6/28/16,3.35,1,356
Outer Mission,Private room,119,2,102,6/27/16,3.52,1,324
Outer Mission,Private room,52,4,10,10/31/15,0.74,2,182
Outer Mission,Entire home/apt,200,1,1,12/24/15,0.16,1,365
Outer Mission,Entire home/apt,92,1,20,6/20/16,6.9,1,28
Outer Mission,Private room,95,1,0,,,1,365
Outer Mission,Private room,121,1,2,10/29/15,0.21,1,353
Outer Mission,Entire home/apt,130,2,8,6/2/16,1.15,1,80
Outer Mission,Entire home/apt,250,3,0,,,1,37
Outer Mission,Private room,80,1,2,4/1/16,0.49,4,316
Outer Mission,Entire home/apt,150,3,12,6/2/16,2.52,1,23
Outer Mission,Entire home/apt,395,3,0,,,1,0
Outer Mission,Entire home/apt,100,2,7,5/6/16,1.93,1,229
Outer Mission,Entire home/apt,399,1,0,,,1,0
Outer Mission,Entire home/apt,135,4,88,6/28/16,2.74,1,66
Outer Mission,Entire home/apt,299,4,30,5/4/16,0.91,1,163
Outer Mission,Entire home/apt,140,2,11,6/28/16,6.47,1,27
Outer Mission,Entire home/apt,225,2,10,5/17/16,0.36,3,58
Outer Mission,Entire home/apt,380,1,19,6/19/16,0.79,4,277
Outer Mission,Entire home/apt,800,1,0,,,1,0
Outer Mission,Entire home/apt,250,1,18,6/28/16,2.76,1,354
Outer Mission,Private room,85,2,57,6/11/16,1.22,1,314
Outer Mission,Entire home/apt,149,2,0,,,2,360
Outer Mission,Entire home/apt,199,1,27,6/28/16,5.51,2,289
Outer Mission,Private room,98,1,20,8/7/15,1.33,1,0
Outer Mission,Entire home/apt,295,4,15,6/28/16,0.99,1,293
Outer Mission,Private room,79,1,6,5/23/16,0.28,4,209
Outer Mission,Private room,51,2,10,6/17/16,2.19,1,334
Outer Mission,Private room,60,1,5,10/2/15,0.5,1,0
Outer Mission,Entire home/apt,250,2,0,,,1,113
Outer Mission,Private room,81,3,15,11/30/15,1.09,1,211
Outer Mission,Private room,110,3,54,5/30/16,2.39,1,58
Outer Mission,Private room,150,1,39,6/28/16,3.18,2,334
Outer Mission,Entire home/apt,200,2,100,6/17/16,3.48,1,340
Outer Mission,Private room,90,2,110,6/28/16,3.87,1,357
Outer Mission,Private room,69,4,157,6/17/16,5.15,4,283
Outer Mission,Private room,115,3,32,6/26/16,3.32,2,235
Outer Mission,Private room,98,2,13,6/25/16,0.92,1,145
Outer Mission,Private room,69,4,189,6/14/16,6.2,4,291
Outer Mission,Private room,125,1,4,6/27/16,0.45,3,153
Outer Mission,Private room,80,1,4,3/13/16,0.79,4,0
Outer Mission,Private room,64,1,3,6/14/16,3,1,334
Outer Mission,Private room,120,1,11,6/27/16,1.05,3,101
Outer Mission,Shared room,35,30,0,,,34,311
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Entire home/apt,131,2,7,1/31/16,0.72,1,0
Outer Mission,Shared room,35,30,0,,,34,348
Outer Mission,Shared room,35,30,0,,,34,318
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Private room,65,6,0,,,1,351
Outer Mission,Private room,65,2,177,6/24/16,3.81,1,66
Outer Mission,Entire home/apt,200,3,3,7/14/14,0.12,1,0
Outer Mission,Entire home/apt,1000,2,0,,,1,0
Outer Mission,Entire home/apt,399,3,6,12/27/15,0.51,2,15
Outer Mission,Entire home/apt,95,2,48,6/25/16,1.88,1,272
Outer Mission,Entire home/apt,200,7,10,12/28/15,0.42,1,182
Outer Mission,Entire home/apt,250,4,39,6/22/16,0.79,1,362
Outer Mission,Private room,175,3,0,,,1,0
Outer Mission,Private room,65,1,0,,,1,0
Outer Mission,Private room,110,3,22,5/30/16,1.36,5,326
Outer Mission,Shared room,35,30,0,,,34,342
Outer Mission,Private room,120,1,4,9/1/15,0.36,1,204
Outer Mission,Private room,1200,1,13,3/17/16,0.71,2,61
Outer Mission,Private room,149,2,2,6/10/15,0.15,1,0
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Entire home/apt,130,3,123,6/26/16,3.75,1,50
Outer Mission,Private room,99,3,74,6/9/16,2.29,2,301
Outer Mission,Entire home/apt,329,4,0,,,1,0
Outer Mission,Entire home/apt,125,3,40,6/19/16,1.28,2,183
Outer Mission,Entire home/apt,300,2,12,5/13/16,1.44,3,139
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Entire home/apt,150,1,2,4/1/16,0.53,1,324
Outer Mission,Shared room,39,30,2,2/19/16,0.33,34,365
Outer Mission,Entire home/apt,110,2,13,6/29/16,2.19,1,263
Outer Mission,Private room,99,3,37,6/17/16,2.85,1,294
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Private room,78,1,0,,,1,340
Outer Mission,Entire home/apt,350,2,1,11/28/15,0.14,1,0
Outer Mission,Entire home/apt,295,2,10,6/27/16,5.36,1,32
Outer Mission,Entire home/apt,108,1,28,6/1/16,4.94,1,26
Outer Mission,Entire home/apt,179,30,1,12/31/15,0.16,6,183
Outer Mission,Entire home/apt,167,1,11,6/25/16,3.11,1,337
Outer Mission,Private room,90,1,4,5/28/16,2.26,1,90
Outer Mission,Private room,97,1,12,6/27/16,5.14,2,332
Outer Mission,Private room,54,1,16,5/28/16,1.78,1,83
Outer Mission,Shared room,35,30,0,,,34,323
Outer Mission,Entire home/apt,600,2,0,,,1,0
Outer Mission,Entire home/apt,125,2,49,6/20/16,2.77,1,2
Outer Mission,Entire home/apt,134,1,0,,,2,63
Outer Mission,Entire home/apt,795,3,8,6/20/16,0.92,1,295
Outer Mission,Private room,1350,1,9,11/10/15,0.8,2,156
Outer Mission,Shared room,30,30,3,5/2/16,0.46,34,302
Outer Mission,Entire home/apt,296,2,46,6/25/16,4.58,1,31
Outer Mission,Entire home/apt,225,3,0,,,1,160
Outer Mission,Entire home/apt,129,2,16,6/9/16,0.75,2,264
Outer Mission,Entire home/apt,159,30,6,5/14/16,1.03,6,302
Outer Mission,Entire home/apt,249,1,0,,,1,0
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Private room,175,2,2,2/18/16,0.23,2,241
Outer Mission,Entire home/apt,400,3,5,6/27/16,0.83,1,51
Outer Mission,Entire home/apt,245,2,193,6/17/16,3.96,1,103
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Private room,100,1,0,,,1,0
Outer Mission,Shared room,35,30,1,5/20/16,0.68,34,365
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Shared room,35,30,1,1/2/16,0.16,34,365
Outer Mission,Private room,175,1,1,8/17/14,0.04,3,363
Outer Mission,Entire home/apt,200,2,9,6/18/16,1.67,1,68
Outer Mission,Private room,40,30,6,12/19/15,0.26,1,317
Outer Mission,Private room,89,2,1,6/27/16,1,2,177
Outer Mission,Entire home/apt,150,3,10,6/25/16,3.95,1,8
Outer Mission,Private room,50,1,1,2/3/16,0.2,1,0
Outer Mission,Entire home/apt,295,5,5,4/4/16,0.16,1,23
Outer Mission,Entire home/apt,149,2,32,6/9/16,1.1,1,350
Outer Mission,Shared room,39,30,2,6/14/16,0.48,34,309
Outer Mission,Private room,150,1,4,10/24/15,0.17,3,365
Outer Mission,Private room,85,1,0,,,1,0
Outer Mission,Entire home/apt,750,2,18,11/23/15,1.49,1,6
Outer Mission,Shared room,39,30,0,,,34,316
Outer Mission,Shared room,35,30,0,,,34,317
Outer Mission,Shared room,30,30,1,6/7/16,1,34,320
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Shared room,30,30,5,6/12/16,0.75,34,293
Outer Mission,Shared room,35,30,0,,,34,336
Outer Mission,Entire home/apt,89,30,7,3/31/16,0.53,6,287
Outer Mission,Private room,50,30,2,8/30/15,0.16,1,0
Outer Mission,Private room,108,2,68,6/27/16,2.06,1,48
Outer Mission,Entire home/apt,300,2,11,6/16/16,2.77,1,340
Outer Mission,Private room,75,3,101,6/30/16,4.41,2,8
Outer Mission,Private room,100,10,0,,,1,264
Outer Mission,Private room,69,4,163,6/16/16,5.34,4,252
Outer Mission,Entire home/apt,299,1,3,5/26/15,0.13,2,63
Outer Mission,Private room,80,1,48,6/29/16,1.11,1,27
Outer Mission,Entire home/apt,1500,1,0,,,1,0
Outer Mission,Entire home/apt,700,1,0,,,1,365
Outer Mission,Entire home/apt,300,2,38,6/15/16,0.72,1,24
Outer Mission,Private room,70,30,3,11/15/15,0.27,2,316
Outer Mission,Entire home/apt,180,1,1,11/29/15,0.14,1,2
Outer Mission,Entire home/apt,199,1,1,12/21/15,0.15,1,324
Outer Mission,Shared room,35,30,1,2/10/16,0.21,34,316
Outer Mission,Entire home/apt,110,3,204,6/27/16,3.75,1,208
Outer Mission,Entire home/apt,190,1,43,6/23/16,5.42,2,277
Outer Mission,Private room,68,1,82,7/1/16,5.21,1,86
Outer Mission,Entire home/apt,139,1,0,,,1,0
Outer Mission,Entire home/apt,110,2,6,6/16/16,0.88,1,88
Outer Mission,Private room,62,4,4,8/2/15,0.33,2,182
Outer Mission,Entire home/apt,175,30,2,3/19/16,0.21,6,302
Outer Mission,Entire home/apt,220,1,13,5/29/16,1.17,1,313
Outer Mission,Entire home/apt,240,5,9,12/28/15,0.38,1,18
Outer Mission,Shared room,30,30,5,5/16/16,0.72,34,220
Outer Mission,Shared room,30,30,3,5/29/16,0.53,34,302
Outer Mission,Private room,65,1,6,5/16/16,2.17,4,287
Outer Mission,Entire home/apt,175,2,8,6/19/16,1.64,1,66
Outer Mission,Entire home/apt,200,3,0,,,1,0
Outer Mission,Shared room,35,30,0,,,34,365
Outer Mission,Private room,140,1,4,9/23/15,0.17,4,109
Outer Mission,Entire home/apt,700,3,0,,,1,0
Outer Mission,Private room,140,3,1,6/14/16,1,1,78
Outer Mission,Private room,130,3,1,8/3/15,0.09,1,0
Outer Mission,Private room,60,30,49,6/9/16,1.03,1,301
Outer Mission,Private room,120,2,20,5/20/16,0.78,2,329
Outer Mission,Private room,85,1,110,6/22/16,7.75,1,253
Outer Mission,Private room,39,2,3,6/18/16,1.38,2,261
Outer Mission,Entire home/apt,175,1,0,,,1,0
Outer Mission,Entire home/apt,145,3,37,6/30/16,1.67,1,140
Outer Mission,Shared room,35,30,0,,,34,361
Outer Mission,Private room,65,1,5,6/24/16,5,2,20
Outer Mission,Shared room,30,30,2,3/19/16,0.31,34,305
Outer Mission,Entire home/apt,109,3,18,3/1/16,1.45,1,0
Outer Mission,Private room,110,1,2,1/20/16,0.35,4,0
Outer Mission,Entire home/apt,150,2,2,6/27/16,2,1,0
Outer Mission,Entire home/apt,175,2,172,6/30/16,8.15,1,191
Outer Mission,Private room,69,4,178,6/9/16,5.72,4,265
Outer Mission,Private room,120,1,37,6/8/16,1.46,4,306
Downtown/Civic Center,Private room,150,1,1,6/26/16,1,1,63
Downtown/Civic Center,Private room,125,2,1,9/20/15,0.1,1,0
Downtown/Civic Center,Entire home/apt,500,3,0,,,1,0
Downtown/Civic Center,Entire home/apt,200,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,199,1,21,6/24/16,1.62,4,335
Downtown/Civic Center,Private room,695,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,180,2,1,12/19/15,0.15,41,0
Downtown/Civic Center,Private room,80,1,8,6/25/16,4.9,1,238
Downtown/Civic Center,Entire home/apt,200,30,16,6/5/16,2.44,1,27
Downtown/Civic Center,Private room,115,1,5,6/9/16,1.42,5,361
Downtown/Civic Center,Entire home/apt,225,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,149,2,2,2/22/16,0.41,1,0
Downtown/Civic Center,Private room,120,2,4,5/27/16,0.43,1,5
Downtown/Civic Center,Entire home/apt,225,1,1,2/9/16,0.21,1,0
Downtown/Civic Center,Entire home/apt,190,2,5,6/16/16,2.05,1,354
Downtown/Civic Center,Private room,84,1,0,,,1,0
Downtown/Civic Center,Private room,115,1,19,6/18/16,4.49,10,324
Downtown/Civic Center,Private room,125,5,12,6/15/16,2.01,4,73
Downtown/Civic Center,Entire home/apt,400,2,17,4/4/16,0.55,1,221
Downtown/Civic Center,Entire home/apt,229,4,1,10/30/15,0.12,4,0
Downtown/Civic Center,Entire home/apt,155,3,3,3/27/16,0.49,1,211
Downtown/Civic Center,Entire home/apt,150,7,0,,,1,0
Downtown/Civic Center,Entire home/apt,175,1,5,6/10/16,2.88,3,46
Downtown/Civic Center,Entire home/apt,350,2,0,,,1,0
Downtown/Civic Center,Entire home/apt,175,1,3,6/18/16,3,4,331
Downtown/Civic Center,Private room,79,1,125,6/28/16,7.02,10,270
Downtown/Civic Center,Entire home/apt,169,2,7,6/9/16,1.25,7,334
Downtown/Civic Center,Entire home/apt,115,5,24,5/7/15,1.05,1,32
Downtown/Civic Center,Private room,90,2,0,,,1,0
Downtown/Civic Center,Entire home/apt,210,2,1,6/7/16,1,5,32
Downtown/Civic Center,Shared room,60,1,65,6/25/16,4.1,1,1
Downtown/Civic Center,Entire home/apt,150,1,7,6/30/16,4.2,3,36
Downtown/Civic Center,Shared room,55,1,0,,,1,360
Downtown/Civic Center,Private room,100,1,0,,,4,3
Downtown/Civic Center,Entire home/apt,179,4,10,6/18/16,2.07,1,166
Downtown/Civic Center,Private room,300,1,0,,,3,0
Downtown/Civic Center,Private room,88,1,4,6/24/16,2.14,2,1
Downtown/Civic Center,Entire home/apt,150,2,1,6/29/16,1,1,274
Downtown/Civic Center,Private room,500,5,0,,,1,5
Downtown/Civic Center,Entire home/apt,175,1,1,9/21/15,0.1,1,0
Downtown/Civic Center,Entire home/apt,93,1,0,,,1,3
Downtown/Civic Center,Shared room,75,1,2,5/17/16,0.49,12,365
Downtown/Civic Center,Private room,229,1,4,5/6/16,0.49,4,361
Downtown/Civic Center,Shared room,75,1,0,,,12,356
Downtown/Civic Center,Entire home/apt,300,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,299,1,0,,,3,36
Downtown/Civic Center,Entire home/apt,169,2,36,6/23/16,1.05,41,20
Downtown/Civic Center,Entire home/apt,180,2,3,1/5/16,0.3,41,53
Downtown/Civic Center,Entire home/apt,180,2,2,1/7/16,0.31,41,21
Downtown/Civic Center,Private room,100,1,0,,,1,62
Downtown/Civic Center,Private room,140,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,10,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,180,1,14,6/8/16,0.53,41,4
Downtown/Civic Center,Entire home/apt,120,3,36,6/18/16,3.54,1,251
Downtown/Civic Center,Entire home/apt,499,4,9,6/13/16,1.78,1,9
Downtown/Civic Center,Entire home/apt,199,1,19,6/16/16,1.06,4,330
Downtown/Civic Center,Entire home/apt,185,2,51,2/20/16,1.13,1,200
Downtown/Civic Center,Private room,125,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,125,2,4,5/17/16,2.18,1,2
Downtown/Civic Center,Entire home/apt,350,2,0,,,1,0
Downtown/Civic Center,Entire home/apt,1500,1,0,,,1,0
Downtown/Civic Center,Private room,1000,3,0,,,1,0
Downtown/Civic Center,Entire home/apt,88,2,7,3/16/16,0.68,1,0
Downtown/Civic Center,Entire home/apt,145,7,1,12/13/15,0.15,1,0
Downtown/Civic Center,Entire home/apt,183,1,1,7/27/15,0.09,1,182
Downtown/Civic Center,Entire home/apt,199,3,3,6/20/16,0.87,1,8
Downtown/Civic Center,Entire home/apt,150,3,18,6/29/16,2.95,1,260
Downtown/Civic Center,Private room,55,10,2,7/1/16,0.12,3,365
Downtown/Civic Center,Entire home/apt,125,1,2,10/30/15,0.06,1,180
Downtown/Civic Center,Entire home/apt,199,2,66,6/20/16,3.24,2,97
Downtown/Civic Center,Entire home/apt,600,2,0,,,1,365
Downtown/Civic Center,Private room,89,2,4,5/18/16,1.13,1,325
Downtown/Civic Center,Entire home/apt,125,1,4,5/24/16,2.22,1,0
Downtown/Civic Center,Entire home/apt,215,2,1,5/19/16,0.67,4,297
Downtown/Civic Center,Entire home/apt,239,2,0,,,7,268
Downtown/Civic Center,Entire home/apt,400,3,0,,,3,7
Downtown/Civic Center,Entire home/apt,179,2,25,3/3/16,0.96,41,17
Downtown/Civic Center,Entire home/apt,180,2,11,1/20/16,1.08,41,32
Downtown/Civic Center,Entire home/apt,180,2,5,1/19/16,0.5,41,35
Downtown/Civic Center,Entire home/apt,139,2,2,6/13/16,1.54,1,10
Downtown/Civic Center,Entire home/apt,180,2,1,12/22/15,0.15,41,0
Downtown/Civic Center,Private room,120,2,32,5/25/16,2.45,3,38
Downtown/Civic Center,Private room,115,1,15,6/13/16,2.78,10,362
Downtown/Civic Center,Entire home/apt,129,7,0,,,4,99
Downtown/Civic Center,Entire home/apt,279,1,23,3/3/16,0.99,1,360
Downtown/Civic Center,Private room,209,1,0,,,4,0
Downtown/Civic Center,Entire home/apt,280,4,0,,,1,31
Downtown/Civic Center,Entire home/apt,180,2,3,5/14/16,0.75,2,293
Downtown/Civic Center,Entire home/apt,180,2,1,12/17/15,0.15,41,0
Downtown/Civic Center,Entire home/apt,118,1,3,6/27/16,3,1,0
Downtown/Civic Center,Entire home/apt,125,14,1,6/12/16,1,1,42
Downtown/Civic Center,Entire home/apt,150,2,4,6/15/16,1.45,1,0
Downtown/Civic Center,Entire home/apt,160,2,0,,,1,328
Downtown/Civic Center,Entire home/apt,180,1,10,12/18/15,0.47,41,3
Downtown/Civic Center,Private room,185,1,0,,,5,294
Downtown/Civic Center,Entire home/apt,169,1,47,5/12/16,1.38,41,5
Downtown/Civic Center,Entire home/apt,185,2,11,6/21/16,2.26,1,131
Downtown/Civic Center,Private room,85,1,13,4/5/16,1.12,10,338
Downtown/Civic Center,Entire home/apt,180,1,13,6/1/16,2.89,1,303
Downtown/Civic Center,Private room,79,7,8,6/28/16,2.12,1,311
Downtown/Civic Center,Private room,69,1,28,6/26/16,1.54,10,300
Downtown/Civic Center,Private room,79,1,48,6/27/16,6.64,10,286
Downtown/Civic Center,Private room,79,1,100,6/29/16,5.62,10,328
Downtown/Civic Center,Private room,115,1,13,6/12/16,1.93,10,365
Downtown/Civic Center,Private room,115,1,11,6/22/16,1.63,10,360
Downtown/Civic Center,Private room,75,2,0,,,2,123
Downtown/Civic Center,Private room,175,2,1,5/14/16,0.6,3,77
Downtown/Civic Center,Private room,279,5,0,,,4,151
Downtown/Civic Center,Entire home/apt,189,4,32,11/22/13,0.54,1,22
Downtown/Civic Center,Entire home/apt,1000,4,0,,,1,0
Downtown/Civic Center,Entire home/apt,140,2,9,8/8/15,0.76,1,1
Downtown/Civic Center,Private room,300,1,0,,,3,0
Downtown/Civic Center,Private room,78,1,1,3/2/16,0.24,1,0
Downtown/Civic Center,Private room,140,1,4,6/6/16,0.88,5,7
Downtown/Civic Center,Private room,79,1,0,,,4,84
Downtown/Civic Center,Entire home/apt,229,4,1,10/30/15,0.12,4,0
Downtown/Civic Center,Entire home/apt,250,3,7,1/13/16,0.39,1,0
Downtown/Civic Center,Entire home/apt,180,1,15,6/6/16,0.65,41,2
Downtown/Civic Center,Entire home/apt,175,2,22,7/1/16,4.93,1,203
Downtown/Civic Center,Shared room,170,2,1,2/12/16,0.21,1,216
Downtown/Civic Center,Private room,70,1,1,6/18/16,1,1,13
Downtown/Civic Center,Entire home/apt,180,1,17,12/19/15,0.65,41,4
Downtown/Civic Center,Private room,115,1,5,6/15/16,1.39,10,364
Downtown/Civic Center,Private room,55,1,57,5/26/16,3.11,3,248
Downtown/Civic Center,Entire home/apt,249,2,5,1/10/16,0.1,3,5
Downtown/Civic Center,Private room,111,1,5,5/14/16,1.03,1,328
Downtown/Civic Center,Private room,140,3,7,3/16/16,0.62,3,3
Downtown/Civic Center,Entire home/apt,199,1,0,,,1,0
Downtown/Civic Center,Private room,110,3,0,,,1,0
Downtown/Civic Center,Entire home/apt,148,5,23,1/29/16,0.44,1,0
Downtown/Civic Center,Private room,140,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,249,5,3,6/4/16,1.17,1,351
Downtown/Civic Center,Entire home/apt,145,1,130,6/12/16,4.07,1,63
Downtown/Civic Center,Entire home/apt,225,2,1,2/8/16,0.21,1,0
Downtown/Civic Center,Entire home/apt,175,2,0,,,1,9
Downtown/Civic Center,Private room,85,5,4,6/18/16,2.45,6,55
Downtown/Civic Center,Private room,219,1,8,10/30/15,0.28,4,1
Downtown/Civic Center,Private room,235,2,8,6/8/16,0.79,7,99
Downtown/Civic Center,Entire home/apt,120,2,17,6/28/16,3.75,1,0
Downtown/Civic Center,Entire home/apt,130,2,0,,,1,8
Downtown/Civic Center,Private room,97,4,3,6/19/16,2.65,6,59
Downtown/Civic Center,Entire home/apt,180,2,11,3/18/16,1.08,41,41
Downtown/Civic Center,Private room,120,1,0,,,4,1
Downtown/Civic Center,Private room,300,1,0,,,1,365
Downtown/Civic Center,Private room,199,1,0,,,1,9
Downtown/Civic Center,Entire home/apt,169,2,29,3/18/16,0.89,41,19
Downtown/Civic Center,Entire home/apt,2000,1,0,,,1,365
Downtown/Civic Center,Entire home/apt,120,1,1,2/20/16,0.22,1,0
Downtown/Civic Center,Private room,79,1,0,,,2,0
Downtown/Civic Center,Private room,150,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,175,30,3,6/9/14,0.08,1,364
Downtown/Civic Center,Entire home/apt,230,2,12,6/10/16,1.49,1,66
Downtown/Civic Center,Entire home/apt,500,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,600,4,0,,,1,4
Downtown/Civic Center,Entire home/apt,500,6,0,,,1,0
Downtown/Civic Center,Entire home/apt,299,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,600,1,0,,,1,0
Downtown/Civic Center,Entire home/apt,200,2,8,6/24/16,2.29,1,20
Downtown/Civic Center,Entire home/apt,150,30,7,5/8/16,0.78,1,330
Downtown/Civic Center,Private room,59,1,0,,,4,89
Downtown/Civic Center,Private room,59,1,6,7/1/16,6,1,6
Downtown/Civic Center,Private room,279,5,0,,,4,151
Downtown/Civic Center,Private room,460,7,0,,,1,0
Downtown/Civic Center,Private room,102,1,2,3/18/16,0.56,5,365
Downtown/Civic Center,Entire home/apt,165,1,58,6/14/16,4.75,1,281
Downtown/Civic Center,Entire home/apt,220,2,0,,,1,57
Downtown/Civic Center,Entire home/apt,720,3,1,1/19/14,0.03,1,363
Downtown/Civic Center,Entire home/apt,499,4,0,,,4,4
Downtown/Civic Center,Private room,300,3,15,6/25/16,0.69,2,356
Downtown/Civic Center,Entire home/apt,180,1,133,6/18/16,3.74,41,158
Downtown/Civic Center,Private room,79,1,98,6/26/16,5.76,10,295
Downtown/Civic Center,Entire home/apt,999,1,0,,,2,0
Downtown/Civic Center,Private room,62,2,2,4/20/16,0.78,1,0
Downtown/Civic Center,Private room,150,1,3,5/17/16,0.67,5,349
Downtown/Civic Center,Entire home/apt,215,2,0,,,4,50
Downtown/Civic Center,Private room,115,1,4,6/4/16,1.08,10,355
Downtown/Civic Center,Entire home/apt,210,3,4,9/21/15,0.34,1,0
Downtown/Civic Center,Private room,229,2,0,,,2,335
Downtown/Civic Center,Entire home/apt,269,2,85,5/21/16,2.45,7,314
Downtown/Civic Center,Entire home/apt,500,1,0,,,1,0
Downtown/Civic Center,Private room,100,1,1,2/6/16,0.2,1,0
